source,target,weight,bits
A0A6J5ZDS3,A0A381YCQ9,0.42,144
A0A6J5ZDS3,A0A380TAR9,0.419,143
A0A6J5ZDS3,A0A381Z5C4,0.4,140
A0A6J5ZDS3,A0A382WL77,0.409,138
A0A6J5ZDS3,A0A644YX24,0.394,134
A0A6J5ZDS3,A0A2H9TBZ9,0.391,134
A0A6J5ZDS3,A0A645G9J6,0.383,131
A0A6J5ZDS3,A0A094PRH3,0.398,130
A0A6J5ZDS3,A0A382YNP5,0.376,130
A0A6J5ZDS3,A0A381RUV8,0.373,130
A0A6J5ZDS3,A0A381PM74,0.384,128
A0A6J5ZDS3,A0A381SM42,0.374,127
A0A6J5ZDS3,A0A6J6D5R5,0.373,126
A0A6J5ZDS3,A0A381TAP7,0.372,124
A0A6J5ZDS3,A0A382BJP1,0.36,124
A0A6J5ZDS3,A0A381Q0T0,0.373,124
A0A6J5ZDS3,A0A484RFP6,0.357,117
A0A6J5ZDS3,A0A381YI49,0.445,117
A0A6J5ZDS3,A0A382JQW3,0.355,116
A0A6J5ZDS3,A0A381UMH9,0.345,115
A0A6J5ZDS3,A0A644WAX3,0.344,113
A0A6J5ZDS3,A0A382J1X9,0.345,111
A0A6J5ZDS3,A0A382X5I9,0.371,111
A0A6J5ZDS3,A0A382BC58,0.333,110
A0A6J5ZDS3,A0A644ZDJ2,0.336,109
A0A6J5ZDS3,A0A381QJF2,0.392,108
A0A6J5ZDS3,A0A382AXX9,0.333,104
A0A6J5ZDS3,A0A383EVV5,0.374,101
A0A6J6F2I8,A0A6J6FAA5,0.926,378
A0A6J6F2I8,A0A6J6FN67,0.778,310
A0A6J6F2I8,A0A094R0S2,0.77,302
A0A6J6F2I8,A0A6J6B8S8,0.755,299
A0A6J6F2I8,A0A6J6CGW0,0.748,296
A0A6J6F2I8,A0A6J5ZN98,0.562,186
A0A6J6F2I8,A0A645JM79,0.359,74
A0A6J6F2I8,A0A6J6CNN8,0.366,66
A0A6J6F2I8,A0A644TLT6,0.319,65
A0A6J6F2I8,A0A644W3K2,0.308,61
A0A6J6F2I8,A0A6J5YFN0,0.324,53
A0A6J6Q3B6,A0A6J6RPQ7,0.711,583
A0A6J6Q3B6,A0A6J7R1C9,0.488,367
A0A6J6Q3B6,A0A6J6HPH1,0.395,265
A0A6J6Q3B6,A0A6J6NEE4,0.386,229
A0A6J6Q3B6,A0A0F9DRK3,0.471,37
A0A5J4Q1M0,A0A5J4PYV6,0.938,563
A0A5J4Q1M0,A0A5J4RGF7,0.919,550
A0A5J4Q1M0,A0A5J4RAH0,0.89,530
A0A5J4Q1M0,A0A5J4ST39,0.882,525
A0A5J4Q1M0,A0A5J4PMB9,0.921,520
A0A5J4Q1M0,A0A5J4RSB5,0.766,446
A0A5J4Q1M0,A0A5J4RLZ5,0.767,444
A0A5J4Q1M0,A0A5J4RD69,0.765,439
A0A5J4Q1M0,A0A5J4RMY9,0.762,432
A0A5J4Q1M0,A0A5J4SQP5,0.745,432
A0A5J4Q1M0,A0A5J4S2M0,0.763,432
A0A5J4Q1M0,A0A5J4R632,0.794,423
A0A5J4Q1M0,A0A644YGI6,0.603,337
A0A5J4Q1M0,A0A644Z1I5,0.605,321
A0A5J4Q1M0,A0A644VAA7,0.595,321
A0A5J4Q1M0,A0A644TZ87,0.555,295
A0A5J4Q1M0,A0A644TTV5,0.531,287
A0A5J4Q1M0,J9G945,0.487,269
A0A5J4Q1M0,J9GUP8,0.49,268
A0A5J4Q1M0,J9GKY5,0.494,268
A0A5J4Q1M0,J9D059,0.513,265
A0A5J4Q1M0,A0A5J4R5H0,0.765,251
A0A5J4Q1M0,K1U1E7,0.615,244
A0A5J4Q1M0,A0A644WB33,0.464,241
A0A5J4Q1M0,D9PEU5,0.461,230
A0A5J4Q1M0,A0A644YC72,0.456,227
A0A5J4Q1M0,A0A644X3D0,0.423,213
A0A5J4Q1M0,A0A3B0U7R6,0.41,199
A0A5J4Q1M0,A0A644V8K5,0.429,195
A0A5J4Q1M0,A0A5J4Q1Q4,0.417,177
A0A5J4Q1M0,A0A644V8Y5,0.33,154
A0A5J4Q1M0,X1SXZ0,0.365,148
A0A5J4Q1M0,K1V2N0,0.493,117
A0A5J4Q1M0,K1RQ62,0.447,67
A0A381MYX2,A0A381UCT6,0.345,276
A0A381MYX2,A0A644TXX6,0.326,257
A0A381MYX2,A0A382AZ99,0.325,256
A0A381MYX2,A0A381XCR9,0.317,244
A0A381MYX2,A0A381UR02,0.314,240
A0A381MYX2,A0A381PLY7,0.306,228
A0A381MYX2,A0A381QL30,0.3,222
A0A381SC57,A0A381RW23,0.661,399
A0A381SC57,A0A381RW63,0.533,312
A0A381SC57,A0A6J5ZEX1,0.507,286
A0A381SC57,A0A381Y5A0,0.49,275
A0A381SC57,A0A381VFE6,0.488,273
A0A381SC57,A0A382GMT6,0.501,270
A0A381SC57,A0A381NR38,0.463,249
A0A381SC57,A0A382D7U8,0.445,246
A0A381SC57,A0A382RT59,0.487,229
A0A381SC57,A0A644Z1Q8,0.564,203
A0A381SC57,A0A0W8F1J4,0.39,199
A0A381SC57,A0A382E8L3,0.381,196
A0A381SC57,A0A380TET7,0.405,192
A0A381SC57,A0A381TYK3,0.388,192
A0A381SC57,A0A484SGW9,0.366,185
A0A381SC57,A0A098EB84,0.394,179
A0A381SC57,A0A381ZHP8,0.38,171
A0A381SC57,A0A381TW63,0.353,170
A0A382MHF8,A0A380TGB7,0.345,87
A0A644YX24,A0A645B269,0.601,225
A0A644YX24,A0A382BSA6,0.502,181
A0A644YX24,A0A381NTP3,0.491,177
A0A644YX24,A0A381QJF2,0.571,177
A0A644YX24,A0A381XUL9,0.49,177
A0A644YX24,A0A644TR86,0.489,175
A0A644YX24,A0A381UKZ5,0.469,171
A0A644YX24,A0A381Z5C4,0.466,158
A0A644YX24,A0A644XIS9,0.441,155
A0A644YX24,A0A6J6F1Z8,0.44,151
A0A644YX24,A0A6J6BED1,0.43,150
A0A644YX24,A0A382YNP5,0.417,147
A0A644YX24,A0A381TAP7,0.421,146
A0A644YX24,A0A381YCQ9,0.421,145
A0A644YX24,A0A094PRH3,0.442,145
A0A644YX24,A0A645BU40,0.425,143
A0A644YX24,A0A644WAX3,0.409,143
A0A644YX24,A0A6J6D5R5,0.421,141
A0A644YX24,A0A382BJP1,0.391,138
A0A644YX24,A0A381SM42,0.395,136
A0A644YX24,A0A381Q0T0,0.409,135
A0A644YX24,A0A6J6AEE3,0.397,135
A0A644YX24,A0A381PM74,0.402,134
A0A644YX24,A0A6J6FLY4,0.378,133
A0A644YX24,A0A2H9TBZ9,0.408,133
A0A644YX24,A0A380TAR9,0.398,133
A0A644YX24,A0A6J5ZDS3,0.388,131
A0A644YX24,A0A6J6ASR3,0.39,130
A0A644YX24,A0A6J6BMV8,0.376,130
A0A644YX24,A0A094PXK9,0.387,130
A0A644YX24,A0A382TN05,0.384,128
A0A644YX24,A0A6J6CM05,0.384,127
A0A644YX24,A0A382J1X9,0.376,126
A0A644YX24,A0A381W471,0.385,125
A0A644YX24,A0A381ZVK2,0.404,125
A0A644YX24,A0A6J5ZBM4,0.378,125
A0A644YX24,A0A645G9J6,0.378,124
A0A644YX24,A0A382JQW3,0.383,121
A0A644YX24,A0A2P2C335,0.369,119
A0A644YX24,A0A644ZDJ2,0.361,118
A0A644YX24,A0A381RUV8,0.35,118
A0A644YX24,A0A382WL77,0.365,115
A0A644YX24,A0A2P2C6S4,0.345,113
A0A644YX24,A0A382BC58,0.339,112
A0A644YX24,A0A381UMH9,0.333,111
A0A644YX24,A0A484RFP6,0.346,109
A0A644YX24,A0A382X5I9,0.375,107
A0A644YX24,A0A381YI49,0.412,106
A0A644YX24,A0A383EVV5,0.37,97
A0A644YX24,A0A382AXX9,0.32,93
A0A645JM79,A0A644TLT6,0.73,181
A0A645JM79,A0A644W3K2,0.53,120
A0A645JM79,A0A381UV11,0.528,105
A0A645JM79,A0A6J6CGW0,0.405,85
A0A645JM79,A0A6J6FN67,0.397,84
A0A645JM79,A0A6J6B8S8,0.383,80
A0A645JM79,A0A094R0S2,0.38,79
A0A645JM79,A0A6J6F2I8,0.366,76
A0A645JM79,A0A6J6FAA5,0.361,74
A0A645JM79,A0A6J5ZN98,0.359,72
A0A645JM79,A0A094QIB6,0.354,72
A0A645JM79,A0A6J6CNN8,0.366,46
A0A6J5ZN98,A0A6J6CGW0,0.546,188
A0A6J5ZN98,A0A6J6F2I8,0.565,187
A0A6J5ZN98,A0A6J6FN67,0.54,187
A0A6J5ZN98,A0A6J6B8S8,0.535,185
A0A6J5ZN98,A0A6J6FAA5,0.558,184
A0A6J5ZN98,A0A094R0S2,0.563,182
A0A6J5ZN98,A0A644W3K2,0.353,75
A0A6J5ZN98,A0A645JM79,0.352,70
A0A6J5ZN98,A0A6J6CNN8,0.317,70
A0A6J5ZN98,A0A644TLT6,0.351,70
A0A6J5ZN98,A0A6J6CFV0,0.336,68
A0A6J5ZN98,A0A6J5YFN0,0.376,60
A0A6J5ZN98,A0A380TGB7,0.308,58
A0A381SJ02,A0A380TBJ6,0.6,1251
A0A381SJ02,A0A6A7S9U7,0.597,1244
A0A381SJ02,A0A381S6T6,0.582,1205
A0A381SJ02,A0A2P2BYA8,0.564,1176
A0A381SJ02,A0A644TEG1,0.515,1027
A0A381SJ02,A0A644SXT0,0.509,982
A0A381SJ02,A0A6C0ED38,0.401,698
A0A381SJ02,A0A645A5Y7,0.394,189
A0A6J6A3L1,A0A6J6ASS5,0.825,1012
A0A6J6A3L1,A0A2P2C0V8,0.678,799
A0A6J6A3L1,A0A382CHT4,0.756,792
A0A6J6A3L1,A0A6J6B4W8,0.665,784
A0A6J6A3L1,A0A6J6CEA8,0.663,769
A0A6J6A3L1,A0A2P2CJH2,0.642,764
A0A6J6A3L1,A0A6J6E6T3,0.607,682
A0A6J6A3L1,A0A382J197,0.747,533
A0A6J6A3L1,A0A382GIQ4,0.713,357
A0A6J6A3L1,A0A382HFT6,0.712,357
A0A0F9RZA5,D9PIE9,0.684,264
A0A0F9RZA5,A0A3B0U7R6,0.346,133
A0A0F9RZA5,D9PEU5,0.366,128
A0A0F9RZA5,A0A644WB33,0.34,126
A0A0F9RZA5,A0A644X3D0,0.341,124
A0A0F9RZA5,A0A644VAA7,0.346,119
A0A0F9RZA5,A0A644TTV5,0.324,117
A0A0F9RZA5,A0A644TZ87,0.324,117
A0A0F9RZA5,J9D059,0.331,111
A0A0F9RZA5,A0A645G851,0.403,111
A0A0F9RZA5,A0A5J4R632,0.324,111
A0A0F9RZA5,A0A644Z1I5,0.316,111
A0A0F9RZA5,A0A644YGI6,0.313,111
A0A0F9RZA5,A0A5J4RSB5,0.322,110
A0A0F9RZA5,A0A5J4RD69,0.319,108
A0A0F9RZA5,A0A5J4ST39,0.32,107
A0A0F9RZA5,A0A5J4RMY9,0.319,105
A0A0F9RZA5,A0A5J4RGF7,0.314,104
A0A0F9RZA5,A0A5J4RAH0,0.316,104
A0A0F9RZA5,K1RQ62,0.347,103
A0A0F9RZA5,A0A5J4R5H0,0.313,103
A0A0F9RZA5,X1H9X9,0.31,101
A0A0F9RZA5,A0A5J4PVG7,0.346,91
A0A0F9RZA5,A0A644V8Y5,0.329,89
A0A0F9RZA5,X1VZG8,0.301,66
X1H9X9,A0A3B0U7R6,0.458,176
X1H9X9,A0A644X3D0,0.413,154
X1H9X9,D9PEU5,0.408,151
X1H9X9,A0A644WB33,0.407,151
X1H9X9,A0A644YGI6,0.385,143
X1H9X9,J9D059,0.389,141
X1H9X9,A0A5J4RSB5,0.385,140
X1H9X9,A0A5J4R5H0,0.385,138
X1H9X9,A0A5J4RD69,0.381,138
X1H9X9,A0A5J4R632,0.38,137
X1H9X9,J9G945,0.403,137
X1H9X9,A0A645G851,0.439,136
X1H9X9,A0A644Z1I5,0.376,135
X1H9X9,A0A5J4SQP5,0.373,134
X1H9X9,J9GKY5,0.395,133
X1H9X9,A0A644VAA7,0.371,133
X1H9X9,J9GUP8,0.394,133
X1H9X9,A0A5J4RLZ5,0.37,132
X1H9X9,A0A5J4RMY9,0.369,132
X1H9X9,A0A5J4S2M0,0.367,131
X1H9X9,A0A5J4RGF7,0.371,131
X1H9X9,A0A5J4ST39,0.367,129
X1H9X9,A0A644YC72,0.366,128
X1H9X9,A0A644TZ87,0.358,128
X1H9X9,A0A5J4PVG7,0.364,127
X1H9X9,A0A5J4RAH0,0.363,126
X1H9X9,A0A644V8Y5,0.357,126
X1H9X9,A0A644TTV5,0.351,123
X1H9X9,K1RQ62,0.424,122
X1H9X9,A0A644V8K5,0.352,122
X1H9X9,A0A0F9RZA5,0.33,111
A0A381NTP3,A0A381XUL9,0.719,286
A0A381NTP3,A0A381Z5C4,0.676,257
A0A381NTP3,A0A382BSA6,0.615,235
A0A381NTP3,A0A381UKZ5,0.546,199
A0A381NTP3,A0A644TR86,0.491,176
A0A381NTP3,A0A644YX24,0.488,176
A0A381NTP3,A0A381YCQ9,0.476,165
A0A381NTP3,A0A645B269,0.473,164
A0A381NTP3,A0A6J6F1Z8,0.453,160
A0A381NTP3,A0A644WAX3,0.439,156
A0A381NTP3,A0A645G9J6,0.441,152
A0A381NTP3,A0A382TN05,0.434,151
A0A381NTP3,A0A644ZDJ2,0.425,150
A0A381NTP3,A0A644XIS9,0.445,150
A0A381NTP3,A0A2H9TBZ9,0.439,148
A0A381NTP3,A0A381TAP7,0.439,147
A0A381NTP3,A0A381SM42,0.427,147
A0A381NTP3,A0A6J6BMV8,0.417,145
A0A381NTP3,A0A645BU40,0.433,145
A0A381NTP3,A0A6J6FLY4,0.401,143
A0A381NTP3,A0A6J5ZDS3,0.408,141
A0A381NTP3,A0A6J6AEE3,0.401,140
A0A381NTP3,A0A6J6BED1,0.411,138
A0A381NTP3,A0A6J5ZBM4,0.396,137
A0A381NTP3,A0A382JQW3,0.418,136
A0A381NTP3,A0A6J6ASR3,0.393,136
A0A381NTP3,A0A382WL77,0.405,133
A0A381NTP3,A0A381ZVK2,0.42,132
A0A381NTP3,A0A094PXK9,0.401,132
A0A381NTP3,A0A381QJF2,0.463,132
A0A381NTP3,A0A382YNP5,0.374,127
A0A381NTP3,A0A381YI49,0.466,124
A0A381NTP3,A0A6J6D5R5,0.368,121
A0A381NTP3,A0A381PM74,0.381,121
A0A381NTP3,A0A381UMH9,0.353,121
A0A381NTP3,A0A6J6CM05,0.369,120
A0A381NTP3,A0A094PRH3,0.381,120
A0A381NTP3,A0A2P2C6S4,0.357,119
A0A381NTP3,A0A2P2C335,0.362,116
A0A381NTP3,A0A381Q0T0,0.374,116
A0A381NTP3,A0A381RUV8,0.346,116
A0A381NTP3,A0A382J1X9,0.351,115
A0A381NTP3,A0A484RFP6,0.351,111
A0A381NTP3,A0A382BC58,0.338,108
A0A381NTP3,A0A380TAR9,0.348,108
A0A381NTP3,A0A382BJP1,0.325,106
A0A381NTP3,A0A382AXX9,0.341,103
A0A381NTP3,A0A383EVV5,0.376,99
A0A381NTP3,A0A382X5I9,0.342,96
A0A381NTP3,A0A381W471,0.302,87
A0A645A5Y7,A0A644SXT0,0.529,274
A0A645A5Y7,A0A644TEG1,0.467,254
A0A645A5Y7,A0A381SJ02,0.402,194
A0A645A5Y7,A0A380TBJ6,0.403,187
A0A645A5Y7,A0A6A7S9U7,0.393,184
A0A645A5Y7,A0A381S6T6,0.391,184
A0A645A5Y7,A0A2P2BYA8,0.33,156
A0A6A7SHL6,A0A0W8FBS6,0.439,448
A0A6A7SHL6,A0A6C0C3J4,0.306,73
A0A6J6B4W8,A0A6J6CEA8,0.823,999
A0A6J6B4W8,A0A2P2C0V8,0.751,904
A0A6J6B4W8,A0A2P2CJH2,0.715,870
A0A6J6B4W8,A0A6J6A3L1,0.668,784
A0A6J6B4W8,A0A6J6ASS5,0.663,772
A0A6J6B4W8,A0A382CHT4,0.688,701
A0A6J6B4W8,A0A6J6E6T3,0.58,655
A0A6J6B4W8,A0A382J197,0.664,458
A0A6J6B4W8,A0A382HFT6,0.597,285
A0A6J6B4W8,A0A382GIQ4,0.593,282
A0A644YC72,A0A644V8K5,0.82,737
A0A644YC72,D9PEU5,0.549,477
A0A644YC72,A0A644X3D0,0.535,465
A0A644YC72,A0A644WB33,0.539,462
A0A644YC72,A0A3B0U7R6,0.508,427
A0A644YC72,A0A644Z1I5,0.449,360
A0A644YC72,A0A644VAA7,0.439,359
A0A644YC72,A0A5J4RLZ5,0.435,359
A0A644YC72,A0A644TZ87,0.43,356
A0A644YC72,A0A5J4RMY9,0.436,354
A0A644YC72,A0A644TTV5,0.432,353
A0A644YC72,A0A644YGI6,0.429,351
A0A644YC72,A0A5J4S2M0,0.431,348
A0A644YC72,A0A5J4RSB5,0.43,346
A0A644YC72,A0A5J4SQP5,0.428,345
A0A644YC72,A0A5J4RD69,0.425,341
A0A644YC72,A0A5J4R632,0.438,341
A0A644YC72,J9D059,0.422,335
A0A644YC72,A0A5J4RGF7,0.413,331
A0A644YC72,A0A5J4RAH0,0.415,330
A0A644YC72,A0A5J4ST39,0.414,329
A0A644YC72,J9G945,0.353,314
A0A644YC72,J9GKY5,0.348,307
A0A644YC72,J9GUP8,0.346,304
A0A644YC72,A0A644V8Y5,0.354,274
A0A644YC72,A0A5J4PYV6,0.433,259
A0A644YC72,A0A5J4R5H0,0.432,254
A0A644YC72,K1RQ62,0.542,238
A0A644YC72,A0A5J4Q1M0,0.451,224
A0A644YC72,A0A5J4PMB9,0.442,208
A0A644YC72,A0A5J4Q1Q4,0.453,207
A0A644YC72,K1U1E7,0.431,156
A0A644YC72,X1SXZ0,0.371,151
A0A644YC72,A0A645G851,0.4,131
A0A644YC72,A0A5J4PVG7,0.386,130
A0A644YC72,X1H9X9,0.354,123
A0A644YC72,A0A0F9RZA5,0.307,111
A0A644YC72,K1V2N0,0.466,109
K1RQ62,A0A644YC72,0.542,239
K1RQ62,A0A644WB33,0.562,236
K1RQ62,D9PEU5,0.588,236
K1RQ62,A0A644X3D0,0.572,229
K1RQ62,A0A644V8K5,0.521,228
K1RQ62,A0A3B0U7R6,0.498,213
K1RQ62,A0A5J4RD69,0.43,177
K1RQ62,A0A5J4R632,0.43,176
K1RQ62,J9D059,0.433,173
K1RQ62,A0A5J4RSB5,0.428,173
K1RQ62,A0A644TZ87,0.442,172
K1RQ62,A0A5J4RMY9,0.42,171
K1RQ62,A0A644TTV5,0.439,170
K1RQ62,A0A5J4R5H0,0.416,169
K1RQ62,A0A5J4SQP5,0.416,169
K1RQ62,A0A5J4RLZ5,0.418,168
K1RQ62,A0A644YGI6,0.425,165
K1RQ62,A0A5J4S2M0,0.406,163
K1RQ62,A0A5J4RAH0,0.404,162
K1RQ62,A0A5J4ST39,0.413,161
K1RQ62,A0A644Z1I5,0.41,158
K1RQ62,A0A644VAA7,0.405,156
K1RQ62,A0A5J4RGF7,0.392,155
K1RQ62,A0A644V8Y5,0.417,152
K1RQ62,J9GKY5,0.335,146
K1RQ62,J9G945,0.329,145
K1RQ62,J9GUP8,0.329,143
K1RQ62,X1H9X9,0.421,121
K1RQ62,A0A5J4PVG7,0.404,114
K1RQ62,A0A645G851,0.437,113
K1RQ62,A0A0F9RZA5,0.349,104
K1RQ62,A0A5J4PYV6,0.384,93
K1RQ62,D9PIE9,0.327,84
K1RQ62,A0A5J4Q1M0,0.422,63
K1RQ62,A0A5J4PMB9,0.377,46
A0A2P2C6R2,A0A2P2CJ79,0.859,1632
A0A2P2C6R2,A0A644VUS2,0.423,642
A0A2P2C8S3,A0A2P2C682,0.691,1138
A0A2P2C8S3,A0A6J5YC23,0.486,706
A0A2P2C8S3,A0A381NGK5,0.485,705
A0A2P2C8S3,A0A381PNN2,0.466,679
A0A2P2C8S3,A0A381YU30,0.466,677
A0A2P2C430,A0A2P2C2T2,0.778,1692
A0A2P2C430,A0A6J6DEN0,0.623,1270
A0A382BJP1,A0A382YNP5,0.773,330
A0A382BJP1,A0A6J6D5R5,0.368,130
A0A382BJP1,A0A644YX24,0.373,129
A0A382BJP1,A0A6J6CM05,0.364,125
A0A382BJP1,A0A6J6FLY4,0.361,125
A0A382BJP1,A0A6J6AEE3,0.359,124
A0A382BJP1,A0A6J5ZBM4,0.356,123
A0A382BJP1,A0A6J6BMV8,0.355,122
A0A382BJP1,A0A645B269,0.356,121
A0A382BJP1,A0A381SM42,0.355,121
A0A382BJP1,A0A381YCQ9,0.355,121
A0A382BJP1,A0A094PRH3,0.365,120
A0A382BJP1,A0A644WAX3,0.35,119
A0A382BJP1,A0A381ZVK2,0.362,117
A0A382BJP1,A0A6J6F1Z8,0.342,115
A0A382BJP1,A0A644TR86,0.353,115
A0A382BJP1,A0A381UKZ5,0.344,115
A0A382BJP1,A0A094PXK9,0.34,115
A0A382BJP1,A0A6J6BED1,0.342,114
A0A382BJP1,A0A6J6ASR3,0.339,114
A0A382BJP1,A0A381TAP7,0.342,114
A0A382BJP1,A0A644ZDJ2,0.338,114
A0A382BJP1,A0A6J5ZDS3,0.334,112
A0A382BJP1,A0A381RUV8,0.333,111
A0A382BJP1,A0A381XUL9,0.329,108
A0A382BJP1,A0A382TN05,0.334,108
A0A382BJP1,A0A2P2C335,0.329,108
A0A382BJP1,A0A380TAR9,0.338,108
A0A382BJP1,A0A381UMH9,0.326,107
A0A382BJP1,A0A2H9TBZ9,0.325,106
A0A382BJP1,A0A382WL77,0.331,105
A0A382BJP1,A0A645BU40,0.324,105
A0A382BJP1,A0A2P2C6S4,0.319,102
A0A382BJP1,A0A381QJF2,0.431,101
A0A382BJP1,A0A381PM74,0.325,101
A0A382BJP1,A0A484RFP6,0.311,100
A0A382BJP1,A0A381Q0T0,0.313,100
A0A382BJP1,A0A381NTP3,0.311,99
A0A382BJP1,A0A382JQW3,0.317,98
A0A382BJP1,A0A644XIS9,0.304,97
A0A382BJP1,A0A381YI49,0.409,96
A0A382BJP1,A0A381Z5C4,0.302,95
A0A382BJP1,A0A382BSA6,0.301,94
A0A382BJP1,A0A381W471,0.376,91
A0A484HBH2,A0A382LBB5,0.489,285
A0A484HBH2,A0A381XCR9,0.324,258
A0A484HBH2,A0A381UCT6,0.315,246
A0A484HBH2,A0A382HPV4,0.366,243
A0A484HBH2,A0A381UR02,0.305,235
A0A484HBH2,A0A381SX73,0.311,216
A0A484HBH2,A0A381T7V2,0.308,213
A0A645AWC4,A0A644SJ42,0.485,269
A0A645AWC4,A0A2H9T5M4,0.474,261
A0A645AWC4,A0A645E2X7,0.467,256
A0A645AWC4,A0A644TRC4,0.406,217
A0A645AWC4,A0A644YA67,0.368,192
A0A645AWC4,A0A380TBA3,0.343,173
A0A645AWC4,A0A645AV80,0.453,144
A0A645AWC4,A0A645GYK9,0.416,85
A0A645AWC4,A0A645H856,0.373,74
A0A6C0F3T9,A0A6C0HQM4,0.546,1112
A0A6C0F3T9,A0A6C0D834,0.529,1071
A0A6C0F3T9,A0A6C0AR55,0.525,1065
A0A6C0F3T9,A0A6C0LDL2,0.527,1062
A0A6C0F3T9,A0A6C0F7I1,0.524,1061
A0A6C0F3T9,A0A6C0BC56,0.524,1054
A0A6C0F3T9,A0A6C0B248,0.512,1050
A0A6C0F3T9,A0A6C0ESH1,0.524,1043
A0A6C0F3T9,A0A6C0I8D9,0.522,1034
A0A6C0F3T9,A0A6C0EFD9,0.516,1024
A0A6C0F3T9,A0A6C0DLZ7,0.521,1023
A0A6C0F3T9,A0A6C0E7Y7,0.511,1015
A0A6C0F3T9,A0A6C0E9T3,0.504,1005
A0A6C0F3T9,A0A6C0DRP4,0.488,1000
A0A6C0F3T9,A0A6C0DLX9,0.5,997
A0A6C0F3T9,A0A6C0B3Y6,0.504,996
A0A6C0F3T9,A0A6C0LR39,0.487,992
A0A6C0F3T9,A0A6C0D598,0.472,983
A0A6C0F3T9,A0A6C0B911,0.502,980
A0A6C0F3T9,A0A6C0KI02,0.48,977
A0A6C0F3T9,A0A6C0H329,0.5,975
A0A6C0F3T9,A0A6C0ASE4,0.474,972
A0A6C0F3T9,A0A6C0ETN6,0.453,970
A0A6C0F3T9,A0A6C0CXA7,0.487,970
A0A6C0F3T9,A0A6C0CQ84,0.478,949
A0A6C0F3T9,A0A6C0CK20,0.49,948
A0A6C0F3T9,A0A6C0LKA9,0.487,940
A0A6C0F3T9,A0A6C0BXB1,0.474,936
A0A6C0F3T9,A0A6C0JJL0,0.433,918
A0A6C0F3T9,A0A6C0AXS7,0.474,910
A0A6C0F3T9,A0A6C0C3J4,0.417,850
A0A6C0F3T9,A0A6C0C4N0,0.416,769
A0A6C0F3T9,A0A6C0H424,0.385,757
A0A6C0F3T9,A0A6C0JAK9,0.392,748
A0A6C0F3T9,A0A6C0KP26,0.393,728
A0A6C0F3T9,A0A6C0D714,0.397,721
A0A6C0F3T9,A0A6C0AUP9,0.377,667
A0A6C0F3T9,A0A6C0KWD2,0.373,200
A0A0F9EBG8,A0A644UBJ1,0.36,158
A0A0F9EBG8,A0A0F9CXE4,0.522,48
A0A2P2CG40,A0A644UCN4,0.446,616
A0A2P2CDA4,A0A2P2BWJ7,0.723,625
A0A2P2CDA4,A0A6J6EVF5,0.443,302
A0A2P2CDA4,A0A6J6GDY7,0.383,235
A0A2P2CDA4,A0A2P2CIE9,0.372,213
A0A6C0F7I1,A0A6C0HQM4,0.609,1221
A0A6C0F7I1,A0A6C0I8D9,0.594,1213
A0A6C0F7I1,A0A6C0B248,0.562,1185
A0A6C0F7I1,A0A6C0ESH1,0.594,1181
A0A6C0F7I1,A0A6C0AR55,0.577,1175
A0A6C0F7I1,A0A6C0D834,0.583,1171
A0A6C0F7I1,A0A6C0BC56,0.581,1161
A0A6C0F7I1,A0A6C0LDL2,0.582,1151
A0A6C0F7I1,A0A6C0EFD9,0.556,1123
A0A6C0F7I1,A0A6C0DLZ7,0.555,1113
A0A6C0F7I1,A0A6C0E7Y7,0.545,1101
A0A6C0F7I1,A0A6C0B3Y6,0.552,1080
A0A6C0F7I1,A0A6C0E9T3,0.545,1077
A0A6C0F7I1,A0A6C0F3T9,0.53,1075
A0A6C0F7I1,A0A6C0CXA7,0.54,1074
A0A6C0F7I1,A0A6C0DLX9,0.537,1070
A0A6C0F7I1,A0A6C0B911,0.546,1068
A0A6C0F7I1,A0A6C0CK20,0.547,1066
A0A6C0F7I1,A0A6C0LR39,0.513,1048
A0A6C0F7I1,A0A6C0ASE4,0.508,1048
A0A6C0F7I1,A0A6C0KI02,0.51,1044
A0A6C0F7I1,A0A6C0H329,0.533,1031
A0A6C0F7I1,A0A6C0DRP4,0.5,1028
A0A6C0F7I1,A0A6C0AXS7,0.529,1024
A0A6C0F7I1,A0A6C0ETN6,0.474,1019
A0A6C0F7I1,A0A6C0D598,0.48,1013
A0A6C0F7I1,A0A6C0CQ84,0.517,1008
A0A6C0F7I1,A0A6C0LKA9,0.504,1008
A0A6C0F7I1,A0A6C0BXB1,0.502,981
A0A6C0F7I1,A0A6C0JJL0,0.44,966
A0A6C0F7I1,A0A6C0C3J4,0.436,889
A0A6C0F7I1,A0A6C0JAK9,0.427,836
A0A6C0F7I1,A0A6C0C4N0,0.436,797
A0A6C0F7I1,A0A6C0H424,0.382,745
A0A6C0F7I1,A0A6C0D714,0.401,731
A0A6C0F7I1,A0A6C0KP26,0.394,730
A0A6C0F7I1,A0A6C0AUP9,0.382,664
A0A6C0F7I1,A0A6C0KWD2,0.395,207
A0A1J5SU47,A0A6A7SEA5,0.549,434
A0A1J5SU47,A0A644TQW4,0.353,243
A0A1J5SU47,A0A6A7SFJ7,0.304,176
A0A1J5SU47,A0A382VYR0,0.429,119
A0A1J5SU47,X1ADV7,0.3,82
A0A1J5SU47,A0A0F9DRK3,0.547,80
A0A2P2CJ79,A0A2P2C6R2,0.858,1631
